測定年度,測定局コード,市町村コード,測定項目コード,測定単位コード,測定月,測定日,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2013,09208010,208,CO  ,0.1PPM, 8,28,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   2,   3,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM, 8,29,   2,   2,   2,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 8,30,   3,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   3,   2,   2,   2,   2,   3,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM, 8,31,   1,9999,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   3,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM, 9, 1,   3,   2,   2,   2,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9, 2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   3,   2,   2,   2,   2,   3,   3,   3,   3,   3,   3,   4,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 9, 3,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM, 9, 4,   1,   1,   1,   2,   1,   1,   1,   1,9999,   2,   2,9999,   1,   1,   1,   0,   1,   0,   1,   1,   0,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM, 9, 5,   1,   1,   1,   1,   0,   0,   0,   0,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM, 9, 6,   1,9999,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9, 7,   2,   1,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   3,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9, 8,   2,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9, 9,   2,   2,   1,   1,   1,   1,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,10,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   1,   1
2013,09208010,208,CO  ,0.1PPM, 9,11,   1,   2,   1,   2,   2,   1,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,12,   2,9999,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   0,   0,   2,   2,   2,   3,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM, 9,13,   3,   2,   2,   2,   2,   2,   2,   2,   3,   4,   4,   3,   3,   3,   3,   2,   3,   3,   3,   2,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 9,14,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 9,15,   3,   3,   3,   2,   3,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,16,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,17,   2,   2,   3,   2,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 9,18,   3,9999,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,19,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 9,20,   3,   3,   3,   3,   3,   3,   4,   4,   4,   3,   2,   2,   2,   3,   3,   3,   4,   3,   3,   3,   3,   3,   3,   4
2013,09208010,208,CO  ,0.1PPM, 9,21,   4,   5,   5,   5,   4,   3,   3,   3,   3,   3,   2,   3,   3,   2,   3,   2,   3,   3,   4,   4,   4,   4,   5,   3
2013,09208010,208,CO  ,0.1PPM, 9,22,   4,   3,   4,   3,   3,   4,   3,   3,   3,   3,   3,   4,   3,   3,   3,   3,   3,   3,   3,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,23,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,24,   2,9999,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,25,   2,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   1,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,26,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,27,   1,   1,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,28,   2,   2,   2,   2,   2,   4,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM, 9,29,   3,   3,   2,   3,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,30,   2,9999,   1,   2,   2,   2,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 9,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2013,09208010,208,CO  ,0.1PPM,10, 1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   3,   4,   4,   3,   3
2013,09208010,208,CO  ,0.1PPM,10, 2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   2,   3,   2,   2,   2,   3,   3
2013,09208010,208,CO  ,0.1PPM,10, 3,   2,   2,   2,   2,   2,   2,   2,   2,9999,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   1
2013,09208010,208,CO  ,0.1PPM,10, 4,   1,   1,   1,   1,   1,   1,   1,   2,   1,   2,   1,   1,   2,   2,   2,   2,   2,   3,   3,   4,   2,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,10, 5,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10, 6,   1,9999,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   1,   1,   1,   2,   2,   2,   2,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10, 7,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1,   1,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10, 8,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   3,   3
2013,09208010,208,CO  ,0.1PPM,10, 9,   3,   2,   2,   2,   1,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM,10,10,   3,   2,   2,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10,11,   2,   1,   2,   2,   1,   1,   2,   2,   2,   3,   3,   2,   3,   3,   2,   2,   3,   4,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10,12,   2,9999,   3,   3,   3,   2,   3,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   2,   2,   2,   3,   2,   2,   1
2013,09208010,208,CO  ,0.1PPM,10,13,   2,   2,   1,   1,   2,   2,   2,   2,   1,   2,   2,   1,   1,   1,   1,   2,   2,   2,   2,   3,   2,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,10,14,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,10,15,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   3,   3,   3,   3,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10,16,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   3
2013,09208010,208,CO  ,0.1PPM,10,17,   3,   2,   3,   2,   2,   2,   2,   2,   2,   3,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10,18,   2,9999,   1,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,19,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   2,   2,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,20,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,21,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2
2013,09208010,208,CO  ,0.1PPM,10,22,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   1,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,23,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,24,   1,9999,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,25,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,10,26,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   4,   3,   4,   4,   3,   3
2013,09208010,208,CO  ,0.1PPM,10,27,   2,   2,   3,   3,   3,   3,   3,   3,   4,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,10,28,   3,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,10,29,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   3,   3,   3,   3,   4,   4,   4,   4,   4,   4,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,10,30,   5,9999,   4,   5,   5,   4,   4,   4,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   4,   4,   4,   3
2013,09208010,208,CO  ,0.1PPM,10,31,   3,   3,   3,   3,   2,   2,   3,   4,   3,   3,   3,   3,   3,   3,   3,   3,   4,   5,   5,   5,   4,   4,   4,   3
2013,09208010,208,CO  ,0.1PPM,11, 1,   3,   3,   3,   3,   3,   3,   3,   4,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   3,   3
2013,09208010,208,CO  ,0.1PPM,11, 2,   3,   2,   2,   2,   2,   2,   3,   3,   3,   3,   2,   2,   2,   2,   3,   3,   3,   3,   4,   4,   4,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,11, 3,   4,   4,   4,   4,   4,   3,   3,   3,   4,   4,   4,   3,   3,   3,   4,   4,   4,   4,   4,   5,   5,   5,   4,   4
2013,09208010,208,CO  ,0.1PPM,11, 4,   4,   4,   4,   4,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   3,   3,   3,   4,   4,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,11, 5,   4,9999,   3,   3,   3,   3,   3,   4,   4,   4,   3,   3,   3,   2,   2,   3,   3,   4,   3,   3,   4,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,11, 6,   3,   4,   4,   3,   3,   3,   3,   4,9999,9999,   3,   3,   3,   3,   3,   4,   4,   5,   6,   5,   4,   5,   4,   5
2013,09208010,208,CO  ,0.1PPM,11, 7,   4,   4,   4,   3,   3,   3,   4,   5,   7,   5,   5,   5,   5,   5,   5,   5,   4,   4,   5,   5,   5,   5,   5,   6
2013,09208010,208,CO  ,0.1PPM,11, 8,   6,   5,   4,   3,   2,   3,   3,   4,   5,   4,   3,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3
2013,09208010,208,CO  ,0.1PPM,11, 9,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM,11,10,   2,   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   4,   3,   2,   2,   2,   2,   3,   2
2013,09208010,208,CO  ,0.1PPM,11,11,   3,9999,   2,   1,   1,   2,   2,   3,   3,   2,   2,   2,   1,   1,   2,   2,   1,   2,   2,   2,   2,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,12,   2,   2,   2,   2,   2,   2,   3,   4,   3,   2,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,13,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   4,   5,   4,   3
2013,09208010,208,CO  ,0.1PPM,11,14,   3,   2,   2,   2,   3,   3,   3,   4,   3,   3,   3,   2,   2,   2,   2,   2,   2,   4,   4,   4,   3,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM,11,15,   3,   3,   3,   2,   3,   3,   3,   4,   4,   4,   4,   5,   5,   5,   5,   5,   7,   7,   8,   7,   6,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,11,16,   3,   3,   3,   2,   2,   3,   3,   4,   4,   4,   4,   3,   3,   3,   2,   2,   3,   4,   4,   4,   4,   4,   4,   3
2013,09208010,208,CO  ,0.1PPM,11,17,   3,9999,   3,   4,   3,   3,   3,   3,   3,   2,   3,   3,   3,   3,   3,   3,   3,   4,   4,   3,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,11,18,   3,   3,   3,   3,   3,   3,   3,   5,   5,   4,   4,   3,   3,   3,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,19,   1,   1,   2,   2,   2,   2,   2,   5,   3,   2,   2,   1,   1,   1,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,11,20,   3,   3,   3,   3,   2,   3,   4,   5,   4,   4,   3,   2,   2,   2,   2,   2,   3,   3,   3,   3,   3,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,21,   2,   2,   2,   2,   3,   4,   4,   4,   4,9999,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   3,   2,   3
2013,09208010,208,CO  ,0.1PPM,11,22,   3,   3,   4,   3,   3,   3,   3,   4,   4,   4,   2,   2,   2,   1,   1,   2,   2,   3,   4,   4,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,23,   2,9999,   2,   3,   3,   2,   2,   3,   2,   2,   1,   2,   1,   2,   2,   2,   2,   3,   4,   4,   4,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,24,   2,   2,   2,   2,   2,   2,   2,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   4,   3,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,11,25,   2,   2,   2,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   5,   5,   5,   7,   8,   7,   6,   6,   5,   4,   5
2013,09208010,208,CO  ,0.1PPM,11,26,   5,   5,   5,   5,   3,   3,   3,   3,   4,   4,   3,   3,   2,   2,   1,   1,   1,   2,   2,   1,   1,   1,   2,   1
2013,09208010,208,CO  ,0.1PPM,11,27,   1,   1,   1,   2,   2,   2,   2,   3,   3,   4,   3,   2,   2,   2,   2,   3,   3,   4,   6,   4,   4,   4,   3,   4
2013,09208010,208,CO  ,0.1PPM,11,28,   4,   4,   3,   3,   3,   4,   5,   7,   7,   7,   8,   8,   5,   2,   3,   2,   2,   3,   3,   3,   3,   2,   3,   3
2013,09208010,208,CO  ,0.1PPM,11,29,   3,9999,   2,   2,   2,   2,   3,   3,   4,   4,   2,   2,   2,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   1
2013,09208010,208,CO  ,0.1PPM,11,30,   1,   1,   2,   2,   2,   3,   3,   3,   2,   3,   3,   2,   2,   1,   1,   1,   2,   4,   5,   3,   3,   3,   4,   4
2013,09208010,208,CO  ,0.1PPM,11,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2013,09208010,208,CO  ,0.1PPM,12, 1,   3,   4,   4,   4,   4,   3,   4,   4,   3,   3,   3,   2,   2,   2,   2,   2,   3,   4,   5,   4,   3,   3,   2,   3
2013,09208010,208,CO  ,0.1PPM,12, 2,   3,   3,   2,   2,   2,   2,   3,   4,   5,   4,   3,   2,   3,   3,   3,   3,   4,   8,   5,   5,   4,   4,   4,   3
2013,09208010,208,CO  ,0.1PPM,12, 3,   3,   3,   3,   3,   3,   2,   3,   4,   4,   4,   3,   3,   2,   2,   3,   3,   3,   5,   5,   6,   4,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM,12, 4,   2,   2,   2,   2,   2,   2,   2,   3,   4,   3,   3,9999,   2,   2,   2,   1,   2,   4,   4,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12, 5,   2,9999,   2,   2,   2,   2,   3,   5,   5,   4,   3,   2,   2,   2,   2,   2,   3,   6,   4,   4,   3,   4,   5,   4
2013,09208010,208,CO  ,0.1PPM,12, 6,   3,   3,   4,   3,   3,   3,   3,   4,   6,   7,   3,   3,   3,   2,   2,   3,   3,   5,   4,   5,   6,   5,   5,   5
2013,09208010,208,CO  ,0.1PPM,12, 7,   4,   3,   3,   3,   3,   3,   3,   4,   3,   3,   3,   2,   2,   2,   2,   1,   1,   2,   2,   2,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,12, 8,   3,   3,   2,   2,   2,   2,   2,   3,   3,   2,   2,   1,   1,   1,   1,   1,   2,   3,   2,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12, 9,   3,   2,   3,   3,   3,   3,   3,   4,   5,   3,   3,   3,   3,   3,   3,   2,   4,   5,   7,   6,   6,   5,   4,   3
2013,09208010,208,CO  ,0.1PPM,12,10,   3,   2,   2,   2,   3,   4,   4,   3,   4,   5,   5,   5,   5,   5,   4,   3,   2,   2,   2,   2,   2,   3,   2,   2
2013,09208010,208,CO  ,0.1PPM,12,11,   3,9999,   2,   1,   3,   3,   3,   5,   4,   4,   4,   3,   3,   2,   3,   2,   3,   6,   6,   4,   5,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,12,12,   5,   5,   4,   3,   3,   3,   3,   3,   2,   1,   1,   1,   1,   1,   1,   1,   2,   3,   3,   3,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM,12,13,   3,   3,   3,   3,   3,   3,   3,   5,   7,   4,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   2
2013,09208010,208,CO  ,0.1PPM,12,14,   2,   2,   2,   2,   2,   2,   2,   2,   4,   2,   2,   2,   2,   2,   2,   2,   3,   4,   4,   4,   3,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM,12,15,   2,   2,   2,   2,   2,   3,   2,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12,16,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   4,   6,   5,   4
2013,09208010,208,CO  ,0.1PPM,12,17,   4,9999,   2,   2,   2,   2,   2,   3,   4,   4,   2,   2,   2,   2,   2,   1,   2,   5,   7,   6,   4,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM,12,18,   2,   2,   2,   3,   3,   2,   2,   3,   4,   4,   3,   3,   3,   4,   4,   3,   2,   1,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,12,19,   1,   2,   1,   1,   1,   1,   2,   2,   3,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM,12,20,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   3,   3,   3,   4,   4
2013,09208010,208,CO  ,0.1PPM,12,21,   4,   5,   5,   4,   4,   3,   3,   4,   4,   3,   3,   2,   2,   2,   2,   2,   2,   5,   5,   3,   3,   3,   3,   4
2013,09208010,208,CO  ,0.1PPM,12,22,   3,   3,   4,   4,   4,   3,   3,   3,   4,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   3,   3,   2
2013,09208010,208,CO  ,0.1PPM,12,23,   2,9999,   3,   2,   2,   1,   2,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   5,   5,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12,24,   3,   3,   2,   2,   2,   3,   3,   6,   5,   5,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12,25,   2,   3,   3,   2,   2,   2,   2,   5,   4,   3,   2,   2,   1,   1,   1,   1,   2,   6,   8,   4,   4,   4,   4,   4
2013,09208010,208,CO  ,0.1PPM,12,26,   3,   3,   3,   2,   2,   2,   3,   4,   5,   4,   4,   3,   3,   3,   3,   4,   5,   7,   6,   6,   5,   5,   3,   3
2013,09208010,208,CO  ,0.1PPM,12,27,   4,   5,   5,   6,   6,   5,   4,   4,   4,   4,   4,   3,   3,   3,   3,   3,   4,   5,   4,   4,   4,   3,   2,   3
2013,09208010,208,CO  ,0.1PPM,12,28,   3,   3,   3,   3,   3,   3,   3,   3,   3,   2,   2,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM,12,29,   2,9999,   2,   2,   2,   2,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   3,   4,   4,   4,   3
2013,09208010,208,CO  ,0.1PPM,12,30,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   2,   2,   5,   7,   4,   6,   6,   6
2013,09208010,208,CO  ,0.1PPM,12,31,   5,   4,   3,   3,   3,   3,   4,   6,   5,   5,   4,   3,   2,   2,   2,   1,   2,   3,   3,   3,   3,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 1, 1,   4,   3,   3,   4,   4,   4,   4,   4,   4,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 1, 2,   2,   2,   1,   2,   2,   2,   2,   2,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 1, 3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   1,   2,   2,   2,   2,   2,   4,   4,   5,   3,   4,   3,   3
2013,09208010,208,CO  ,0.1PPM, 1, 4,   3,9999,   3,   3,   3,   2,   3,   3,   4,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM, 1, 5,   3,   2,   3,   3,   3,   3,   3,   4,   4,   4,   2,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 1, 6,   2,   2,   2,   2,   2,   2,   2,   5,   6,   4,   3,   2,   1,   1,   1,   1,   1,   1,   2,   1,   2,   3,   3,   3
2013,09208010,208,CO  ,0.1PPM, 1, 7,   3,   2,   2,   2,   2,   2,   3,   4,   4,   4,   2,   2,   2,   1,   1,   2,   2,   3,   5,   3,   3,   4,   3,   2
2013,09208010,208,CO  ,0.1PPM, 1, 8,   2,   2,   2,   2,   2,   3,   3,   5,9999,   5,   5,   4,   2,   2,   2,   3,   4,   5,   4,   3,   3,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 1, 9,   1,   1,   1,   1,   1,   1,   2,   2,   3,   3,   3,   2,   2,   2,   1,   1,   1,   2,   2,   2,   3,   3,   1,   1
2013,09208010,208,CO  ,0.1PPM, 1,10,   1,9999,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   2,   1,   2,   2,   2,   2,   2
2013,09208010,208,CO  ,0.1PPM, 1,11,   2,   3,   3,   2,   2,   2,   2,   3,   3,   2,   2,   1,   1,   1,   1,   1,   1,   1,   2,   2,   2,   2,   2,   3
2013,09208010,208,CO  ,0.1PPM, 1,12,   3,   2,   2,   2,   3,   3,   3,   3,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   4,   3,   3,   4,   4
2013,09208010,208,CO  ,0.1PPM, 1,13,   3,   4,   3,   3,   3,   4,   4,   4,   3,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   1,   1
2013,09208010,208,CO  ,0.1PPM, 1,14,   1,   2,   3,   2,   2,   3,   5,   7,   7,   5,   3,   3,   1,   1,   1,   1,   2,   4,   6,   4,   4,   3,   3,   3
